title,author,year_published,subjects,edition_count,open_library_key,queried_author,description
Frantz Fanon: um revolucionário particularmente negro,Deivison Mendes Faustino,,,1,/book/show/56275766-frantz-fanon,Frantz Fanon,"Há mais de cinco décadas de seu falecimento, Frantz Fanon, publicado em diversos países e analisado por destacados estudiosos do pensamento crítico contemporâneo, é, sem dúvidas, um dos intelectuais negros mais importantes do século XX, que atuou como psiquiatra, filósofo, cientista social e militante anti-colonial. Sua obra influenciou movimentos políticos e teóricos em todo o mundo e suas reflexões seguem reverberando em nossos dias como referência obrigatória em diversos campos de estudo. Por isso, em Frantz Fanon - Um revolucionário, particularmente negro, Deivison Mendes Faustino apresenta a trajetória política e teórica de Fanon desde a sua infância na Martinica até a sua participação nos movimentos de libertação na África. Trata-se de uma rigorosa investigação, em que a obra do intelectual martinicano é revisitada com vistas à sua biografia, de forma a oferecer ao leitor brasileiro um panorama mais amplo a respeito do contexto e dos dilemas enfrentados por Fanon no momento de cada escrito seu. O presente ensaio aqui apresentado é, nesse sentido, corolário de uma séria atividade intelectual e se constitui como uma fundamental contribuição para o debate sobre a presença do pensamento negro e sua resistência política e intelectual na sociedade contemporânea. Que seja este, portanto, um livro para ler e refletir."
The Psychology of Oppression and Self-Hate: Essays on the Ideas of Frantz Fanon,Restoring the African Mind Research Collection,,,2,/book/show/75701645-the-psychology-of-oppression-and-self-hate,Frantz Fanon,"The Psychology of Oppression and Essays on the Ideas of Frantz Fanon is a collection to two previously published essays on the psychology of self-hatred among African people. The first is ""African Self-Oppression"" from Essays Towards Restoring the African Mind and the second essay is ""Independence or Psychological Colonization in the French Caribbean"". Both of these essays build on the ideas presented in Frantz Fanon's work, Black Skin, White Masks ."
Frantz Fanon. Les Damnés de la terre,Frantz Jean-Paul Fanon,,,1,/book/show/181505701-frantz-fanon-les-damn-s-de-la-terre,Frantz Fanon,
Les Damnes de la Terre by Frantz Fanon (2002-11-06),Raymond Jolly,,,2,/book/show/168010166-les-damnes-de-la-terre-by-frantz-fanon,Frantz Fanon,
Frantz Fanon and Emancipatory Social Theory: A View from the Wretched,Dustin J. Byrd,,,2,/book/show/52889183-frantz-fanon-and-emancipatory-social-theory,Frantz Fanon,"Frantz Fanon and Emancipatory Social Theory: A View from the Wretched , is a collection of essays engaged in a future-oriented remembrance of the emancipatory work of one of the most influential revolutionary social theorists: Frantz Fanon."
Frantz Fanon,Pramod K. Nayar,,,9,/book/show/10685264-frantz-fanon,Frantz Fanon,"Frantz Fanon has established a position as a leading anticolonial thinker, through key texts such as Black Skin, White Masks and The Wretched of the Earth . He has influenced the work of thinkers from Edward Said and Homi Bhabha to Paul Gilroy, but his complex work is often misinterpreted as an apology for violence. This clear, student-friendly guidebook considers Fanon’s key texts and theories, looking Introducing the work of this controversial theorist, Pramod K. Nayar also offers alternative readings, charting Fanon’s influence on postcolonial studies, literary criticism and cultural studies."
Frantz Fanon: Combat Breathing,Nigel C. Gibson,,,3,/book/show/202113826-frantz-fanon,Frantz Fanon,
Frantz Fanon: Identity and Resistance,Karthick Ram Manoharan,,,1,/book/show/52396323-frantz-fanon,Frantz Fanon,"This book is a critical engagement with the ideas of Frantz fanon, focusing on the politics of identity and resistance. It provides a coherent reading of Fanon's work, highlighting his commitment to revolutionary humanism and sketching a broad outline of his approach to identity politics. The book engages with the challenges of reading Fanon today and stresses on the relevance of his ideas in analysing contemporary politics and culture. It uses Fanonian perspectives to critique the Negritude movement, Periyar's anti-caste movement in Tamil Nadu, the Kurdish struggle in the Middle East, and contemporary multiculturalism, arguing for a politics of ‘expansive identity’ and a new universalism."
The Fanon Reader,Frantz Fanon,,,4,/book/show/649279.The_Fanon_Reader,Frantz Fanon,''... brilliantly original ... brings cultural and post-colonial theory to bear on a wide range of authors with great skill and sensitivity.' Terry Eagleton
Frantz Fanon par les textes de l'époque (Essais),Various,,,2,/book/show/28474716-frantz-fanon-par-les-textes-de-l-poque-essais,Frantz Fanon,"Frantz Fanon est décédé il y a juste cinquante ans, mais son analyse du colonialisme et du racisme est toujours d'une étonnante actualité. Elle dépasse le contexte – la guerre d'Algérie et les luttes d'indépendance africaine – dans lequel elle a été élaborée. Ce livre présente des textes d'époque, dont des éditoriaux inédits de Frantz Fanon écrits lorsqu'il était interne à l'hôpital de Saint-Alban et abordant le rôle thérapeutique de l'engagement, et un témoignage de François Tosquelles, médecin-chef, sur le parcours de Fanon psychiatre. Le livre s'enrichit d'un abécédaire sur la pensée fanonienne et de contributions extérieures : une préface de l'historien Achille Mbembe, un texte de Mireille Fanon-Mendès-France dans lequel elle retrace le parcours de son père, "" cet insoumis "", ainsi qu'une analyse de Patrick Farbiaz montrent le lien avec les formes actuelles du colonialisme. Une bibliographie, des reproductions de documents d'époque et un article d'Aimé Césaire publié à la mort de Fanon complètent ce recueil."
Ecrits contre le colonialisme (Coffret en 2 volumes : Les damnés de la terre ; Pour la révolution africaine),Frantz Fanon,,,1,/book/show/1572172.Ecrits_contre_le_colonialisme,Frantz Fanon,
"Frantz Fanon e as encruzilhadas: Teoria, política e subjetividade, um guia para compreender Fanon",Deivison Faustino,,,2,/book/show/63098601-frantz-fanon-e-as-encruzilhadas,Frantz Fanon,"Por que ler Fanon? Por que ler Fanon no Brasil? Por onde começar a ler Fanon? Afinal, ele é anticolonial, decolonial, pós-colonial ou marxista? Quais foram suas contribuições para se pensar as relações entre sociedade e psique? Essas perguntas são algumas das linhas de força que organizam Frantz Fanon e as teoria, política e subjetividade, de Deivison Faustino, um dos maiores estudiosos do racismo, do movimento de negritude e da produção intelectual negra no Brasil contemporâneo, e o maior especialista na obra de Fanon no Brasil. Neste livro, Faustino oferece uma reflexão ao mesmo tempo rigorosa e fecunda sobre a obra do psiquiatra e revolucionário martinicano, responsável por um trabalho pioneiro sobre a experiência negra na América Latina e no Caribe afrodiaspóricos, e sobretudo sobre a dimensão psicológica do racismo. Em linguagem límpida e envolvente, o livro começa apresentando a obra de Fanon, seus conceitos centrais, suas principais influências teóricas, integrando seu pensamento à sua biografia. Em seguida, traça uma genealogia da recepção de sua obra no mundo e no Brasil, mostrando como sua obra foi ignorada, lida ou apropriada por diferentes leitores, de figuras centrais da crítica europeia como Jean-Paul Sartre, Homi K. Bhabha e Slavoj Zizek aos pensadores africanos e afrodiaspóricos da negritude, bem como por intelectuais brasileiros como Paulo Freire, Lélia Gonzalez, Glauber Rocha, Florestan Fernandes, Neusa Santos Souza e Clóvis Moura. Ao destrinchar os conceitos da obra fanoniana, tomando o cuidado de situá-los histórica, teórica e biograficamente, Faustino demonstra como sua articulação resultou na criação de uma constelação própria, gestada na encruzilhada de uma série de correntes intelectuais ocidentais com a situação específica des negres no Sul Global – constelação essa que continua reverberando, e com força. Frantz Fanon e as encruzilhadas é para todos os leitores que buscam uma introdução e um aprofundamento na obra de Fanon, conhecendo suas bases e as repercussões da obra no mundo. No final do livro o autor oferece um guia de onde encontrar diferentes temas na obra fanoniana."
Frantz Fanon,Leo Zeilig,,,1,/book/show/28103703-frantz-fanon,Frantz Fanon,"This book is part of a unique series that presents the reader with the original writings and relevant source texts of liberation heroes of Africa, together with a coherent contextual framework and analysis of their legacy."
"Rare Frantz Fanon / Black Skin White Masks The Experiences of Black Man in White - New York: Grove Press, 1967 [Paperback] Fanon, Frantz",Frantz Fanon,,,1,/book/show/165873735-rare-frantz-fanon-black-skin-white-masks-the-experiences-of-black-man,Frantz Fanon,This rare and vintage book is a perfect addition to any bibliophile's collection
Frantz Fanon: Sömürge Düşünürü - Sömürge Devrimcisi,Barış Ünlü,,,1,/book/show/246450200-frantz-fanon,Frantz Fanon,"“Fanon, düşünce dünyasındaki kolonyal dönemeç dediğim küresel dönüşüme damgasını en çok vuran düşünür. Kişi öznel olarak başka bir anti-kolonyal düşünürü daha çok sevebilir veya daha önemli bulabilir. Fakat nesnel olarak, Fanon’un küresel etkisi benzerlerinin çok ötesinde. Zamanında sıklıkla ‘Üçüncü Dünya’nın Marx’ı’ olarak adlandırılması boşuna değil. O yüzden bu farkı genel anti-kolonyal bağlamın dışındaki kişisel faktörlerle de anlamaya çalışmak gerekiyor.” Düşünürün doğumunun yüzüncü yılına bir selam sayılabilecek olan bu kitapta Barış Ünlü, Frantz Fanon’un bir biyografisini veya el kitabını değil, geniş ufuklu bir eleştirel okumasını sunuyor. Fanon’un sömürgeciliği, ırkçılığı, kapitalizmi, sosyalizmi kuşatan geniş ufkuna keskin bir bakış sunuyor. Hem bütünsellik arz eden hem de varoluşsal bir gerilim barındıran üç Fanon’la konuşuyor kitap: Düşünür, devrimci ve doktor. Hem kendini hem dünyayı değiştirme arzusunun peşinde, düşünür ve devrimci olmanın gerilimi, fanilik ile ölümsüzlük arasındaki gerilimi de yansıtıyor. Sözleşme düşünürü-sömürge düşünürü farkı, kitabın verimli ikiliklerinden biri. Fanon, “makbul” öznelerin hukukuna dayanan sözleşmeci tasavvur karşısında sömürge “durumuna” odaklanan düşünsel çabanın öncüsüydü. Bu mukayese ekseni, iki büyük düşünürün, Hannah Arendt ile Immanuel Wallerstein’ın Fanon yorumlarıyla da kesişiyor. Ünlü, bu yorumlar ekseninde, Fanon’dan öğrenmenin ve öğrenememenin imkânlarını tartışıyor."
Frantz Fanon: Ein Porträt,Alice Cherki,,,1,/book/show/220403802-frantz-fanon,Frantz Fanon,"Frantz Fanon hat in seinem kurzen Leben (1925–1961) als Psychiater, Schriftsteller und Journalist, als Freiheitskämpfer und als Vordenker der Dekolonialisierung nahezu Unermessliches geleistet. Er starb, als die meisten afrikanischen Länder gerade erst ihre Unabhängigkeit erreicht hatten; seine Warnungen an kolonisierte Länder auf dem Weg zur Unabhängigkeit haben sich als prophetisch erwiesen. Fanons Analysen werfen noch immer ein erhellendes Licht auf die postkolonialen Konflikte von heute. Geboren auf den Antillen, kam Frantz Fanon, wie sein Zeitgenosse Che Guevara, als Arzt zu seiner revolutionären Laufbahn in einem fremden Land. Er kämpfte bei den Forces Françaises Libres gegen Nazideutschland, gründete Afrikas erste sozialtherapeutische Psychiatrie im algerischen Blida und reiste als Sprecher der algerischen Befreiungsbewegung durch Afrika. Sein Buch Die Verdammten dieser Erde wurde »Das kommunistische Manifest der antikolonialen Revolution« genannt. Fanons Schriften sind heute Klassiker des Postkolonialismus. Zum 100. Geburtstag Frantz Fanons im Juli 2025 erscheint jetzt die Neuausgabe der großen Biografie seiner Weggefährtin Alice Cherki. Sie arbeitete in Algerien und Tunesien als Psychiaterin an seiner Seite und war wie er während des Algerienkrieges in der Befreiungsbewegung aktiv. Sie beleuchtet Entstehungsgeschichte und -kontext von Fanons Texten und Ideen und zeigt, dass Fanon die individuellen und sozialen Auswirkungen der rassistischen Unterdrückung ebenso im Blick hatte wie Möglichkeiten, die Entfremdung zu überwinden."
"Frantz Fanon, postcolonialism and the ethics of difference",Azzedine Haddour,,,3,/book/show/44642987-frantz-fanon-postcolonialism-and-the-ethics-of-difference,Frantz Fanon,"Fanon, postcolonialism and the ethics of difference offers a new reading of Fanon’s work challenging many of the reconstructions of Fanon in critical and postcolonial theory and in cultural studies, probing a host of crucial the intersectionality of gender and colonial politics; the biopolitics of colonialism; Marxism and decolonisation; tradition, translation and humanism. It will be of particular value to advanced undergraduate and postgraduate students, as well as to academics interested in Fanon and postcolonial studies generally."
Frantz Fanon: A Political Biography,Leo Zeilig,,,2,/book/show/55552965-frantz-fanon,Frantz Fanon,"Frantz Fanon was one of the twentieth-century's most influential theorists and activists, whose work fighting against colonialism and imperialism has been an inspiration to today's decolonization and anti-racism movements. As the author of essential texts such as The Wretched of the Earth and Black Skin, White Masks, his impact on today's activists - from Rhodes Must Fall to Black Lives Matter - is indelible. Leo Zeilig here details the fascinating life of Fanon - from his upbringing in Martinique to his wartime experiences and work in Europe and North Africa - and frames his ideas and activism within the greater context of his career as a practising psychiatrist and his politically tumultuous surroundings. The book covers the period of the Algerian War of Independence, national liberation and what Fanon described as 'the curse of independence'. Highlighting Fanon's role as the most influential theorist of anti-colonialism and racial liberation, this book is an essential read for those interested in the roots of the modern day anti-racism and decolonization movements."
Frantz Fanon,Frederic Ciriez. Romain Lamy,,,1,/book/show/202480142-frantz-fanon,Frantz Fanon,"Esta HQ deve ser lida não apenas como uma biografia intelectual e política de Fanon, mas também como uma introdução original ao seu pensamento, mais atual, mais necessário e mais decisivo do que nunca."
"Frantz Fanon, My Brother: Doctor, Playwright, Revolutionary",Joby Fanon,,,2,/book/show/22332809-frantz-fanon-my-brother,Frantz Fanon,"The short, but remarkable, life of Frantz Fanon has attracted several biographers, all of whom have relied on Fanon’s older brother, Joby, for information on Fanon’s early life. Dissatisfied with these portrayals, Joby decided to tell the story of his brother in his own words with a richness of detail not found in any other work. Translated into English by Daniel Nethery, this is an intimate, passionate, and very human account of one of the most influential thinkers of the twentieth century. Frantz Fanon stands as one of the most uncompromising critics of racism and colonialism. His experience growing up as French colonial subject taught him to be fearless in the defense of his ideals. At the age of seventeen he left his home island of Martinique to fight in Europe against Nazi Germany. After the war he studied medicine and wrote his first book, Black Skin, White Masks. He practiced as a psychiatrist in Algeria and put his medical skills and literary talent in the service of the struggle for Algerian independence and African liberation. He died in 1961, one week after the publication of his classic text, The Wretched of the Earth. He was thirty-six years old."
Frantz Fanon e a Revolução Argelina,Walter Lippold,,,1,/book/show/60848379-frantz-fanon-e-a-revolu-o-argelina,Frantz Fanon,"No presente livro Walter Lippold analisa a circulação de ideias fanonianas em uma rede intelectual, através dos artigos do jornal El Moudjahid atribuídos a Frantz Fanon, buscando as conexões dessa escrita jornalística, mais cotidiana, com suas obras teóricas, publicadas durante a Guerra da Argélia: L’An V de la Révolution Algérienne e Os Condenados da Terra. Pesquisou o autor a circulação de ideias sobre a revolução, na rede intelectual argelina formada pelo El Moudjahid, e sua redação, dentro de uma concepção de sujeito coletivo, ou seja, a imersão do indivíduo e sua autoria intelectual na coletividade de uma organização revolucionária. O texto imediato, jornalístico, com a ambiguidade de não ter sido assinado, é uma das bases onde Fanon desenvolve e reelabora sua teoria, nas obras posteriores. A Guerra da Argélia ocorreu entre 1954 e 1962 e desde o ano de 1956, o jornal El Moudjahid foi o órgão oficial da Frente de Libertação Nacional (FLN), tendo um caráter de criação coletiva em sua redação, que era uma estrutura de sociabilidade de uma rede que conectou diversos intelectuais argelinos e estrangeiros solidários com a causa argelina. Com a sua presença na Argélia, primeiro como psiquiatra do Estado francês, depois na Tunísia como médico, militante e intelectual da FLN, Fanon produziu, reelaborou e circulou ideias, sendo colaborador do jornal El Moudjahid e embaixador do Governo Provisório da República Argelina (GPRA) na África. O mergulho intelectual do pensador martinicano na Revolução Argelina, sua escrita cotidiana e participação em um sujeito coletivo influenciou os rumos da revolução africana, posteriormente alcançando movimentos na América, como os Panteras Negras e revolucionários que resistiam às ditaduras do cone sul. O El Moudjahid tornou-se o nó principal de uma rede intelectual, onde circularam ideias fundamentadas na africanidade do pensamento, através de sujeito coletivo que recebia, reelaborava e emitia conteúdos revolucionários, perpassados pelas contradições entre nacionalismo, islamismo, socialismo e africanidade, entre cultura árabe e magrebina. Desde Pele Negra Máscaras Brancas, Fanon mantém o núcleo de sua teoria e método, desenvolvendo-os através de seu contato com a revolução na Argélia. Fanon é o intelectual mais importante da Revolução Africana, pois traduz a guinada teórica dos pensadores colonizados, para uma libertação perante a colonialidade do saber e introduz reflexões profundas sobre a consciência nacional, sobre a violência e sobre as contradições do pós-independência."
FRANTZ FANON : LES COULEURS DU COMBAT,MERY OLIVIER,,,1,/book/show/235665548-frantz-fanon,Frantz Fanon,
Summary And Study Guide Of The Wretched Of The Earth: Frantz Fanon,Hyper Summary,,,1,/book/show/56662837-summary-and-study-guide-of-the-wretched-of-the-earth,Frantz Fanon,
Frantz Fanon,James S. Williams,,,2,/book/show/123227288-frantz-fanon,Frantz Fanon,"A biography of the revolutionary philosopher and psychiatrist. Doctor, militant, essayist, ambassador, teacher, journalist, pan-Africanist, Frantz Fanon sought to decolonize mid-twentieth-century culture as he embodied a new kind of intellectual. Born in colonial Martinique, he fought for France during World War II but later renounced his citizenship and fought in the Algerian War of Independence. This book emphasizes Fanon’s gift for self-invention and performance as it follows his short but extraordinary life and explores how his pioneering work in psychiatry influenced his revolutionary philosophy."
Œuvres,Frantz Fanon,,,2,/book/show/13243407-uvres,Frantz Fanon,"Cinquantième anniversaire de la mort de Frantz Fanon et de la publication des Damnés de la terre . Réunion de ses écrits politiques en un volume. Frantz Fanon, né à la Martinique en 1925, mort à Washington en 1961, psychiatre et militant anticolonialiste, a laissé une œuvre qui, un demi-siècle plus tard, conserve une étonnante actualité et connaît un rayonnement croissant dans le monde entier. Médecin-chef à l'hôpital psychiatrique de Blida (Algérie) à partir de 1953, il est confronté aux effets de la situation de "" déshumanisation systématisée "" dont sont victimes les "" indigènes "". Cela le conduit très vite à rejoindre le combat du Front de libération nationale qui a engagé en novembre 1954 la "" guerre de libération "" de l'Algérie. Deux ans plus tard, il démissionne de son poste et rejoint le FLN à Tunis, où il collabore au journal El Moudjahid , avant d'être emporté, le 6 décembre 1961, par une leucémie à l'âge de trente-six ans. Sa trajectoire fulgurante est marquée par la publication de trois livres majeurs : Peau noire, masques blancs (Seuil, 1952), L'An V de la révolution algérienne (Maspero, 1959), Les Damnés de la terre (Maspero, 1961). Et en 1964, François Maspero publie un recueil de certains de ses textes politiques, sous le titre Pour la révolution africaine . Ce sont ces quatre ouvrages que réunit ce volume, complété par une préface de l'historien Achille Mbembe et une introduction de la philosophe Magali Bessone."
MEMORIAL FRANTZ FANON,Various,,,1,/book/show/2416186.MEMORIAL_FRANTZ_FANON,Frantz Fanon,"French, English"
The Political Writings from Alienation and Freedom,Frantz Fanon,,,1,/book/show/59929637-the-political-writings-from-alienation-and-freedom,Frantz Fanon,"Frantz Fanon's political impact is difficult to overestimate. His anti-colonialist, philosophical and revolutionary writings were among the most influential of the 20th century. The essays, articles and notes published in this volume cover the most politically active period of his life and encapsulate the breadth, depth and urgency of his writings. In particular, they clarify and amplify his much-debated views on violent resistance. These works provide new complexity to our understanding of Fanon and reveal just how relevant his thinking is to the contemporary world and how important his ideas are to changing it."
Frantz Fanon: Descolonizar lo humano,Tommaso Sgarro,,,1,/book/show/223720557-frantz-fanon,Frantz Fanon,
"The Colonized Man Is an Envious Man: Essays on Frantz Fanon, Culture, and More (The Frantz Fanon Collection)",Restoring the African Mind Research Collection,,,1,/book/show/241316159-the-colonized-man-is-an-envious-man,Frantz Fanon,
Translating Frantz Fanon Across Continents and Languages,Sue-Ann Harding,,,5,/book/show/35035520-translating-frantz-fanon-across-continents-and-languages,Frantz Fanon,"This book provides an innovative look at the reception of Frantz Fanon's texts, investigating how, when, where and why these-especially his seminal Les Damnes de la Terre (1961) -were first translated and read. Building on renewed interest in the author's works in both postcolonial studies and revolutionary movements in recent years, as well as travelling theory, micro-history and histoire croisee interests in Translation Studies, the volume tells the stories of translations of Fanon's texts into twelve different languages - Arabic, Danish, English, German, Italian, Norwegian, Persian, Polish, Russian, Serbo-Croatian, Swahili and Swedish - bringing both a historical and multilingual perspective to the ways in which Fanon is cited today. With contributions from an international, interdisciplinary group of scholars, the stories told combine themes of movement and place, personal networks and agency, politics and activism, archival research and textual analysis, creating a book that is a fresh and comprehensive volume on the translated works of Frantz Fanon and essential reading for scholars in translation studies, postcolonial studies, cultural studies, critical race studies, and African and African diaspora literature."
"Study Guide: Black Skin, White Masks by Frantz Fanon",SuperSummary,,,2,/book/show/52142520-study-guide,Frantz Fanon,"SuperSummary, a modern alternative to SparkNotes and CliffsNotes, offers high-quality study guides for challenging works of literature. This 39-page guide for “Black Skin, White Masks” by Frantz Fanon includes detailed chapter summaries and analysis covering 8 chapters, as well as several more in-depth sections of expert-written literary analysis. Featured content includes commentary on major characters, 25 important quotes, essay topics, and key themes like Colonial Identity and Solidarity with Other Oppressed Groups."
Frantz Fanon and Emancipatory Theory: A View from the Wretched,Dustin J. Byrd,,,1,/book/show/60031139-frantz-fanon-and-emancipatory-theory,Frantz Fanon,"In Frantz Fanon and Emancipatory Social Theory: A View from the Wretched, Dustin J. Byrd and Seyed Javad Miri bring together a collection of essays by a variety of scholars who explore the lasting influence of Frantz Fanon, renowned psychiatrist, revolutionary, and social theorist. Fanon 's work not only gave voice to the ""wretched"" in the Algerian War of Independence (1954-1962), but also shaped the radical resistance to colonialism, empire, and racism throughout much of the world. His seminal works, such as Black Skin, White Masks, and The Wretched of the Earth, were read by The Black Panther Party in the United States, anti-imperialists in Africa and Asia, and anti-monarchist revolutionaries in the Middle East. Today, many revolutionaries and scholars have returned to Fanon 's work, as it continues to shed light on the nature of colonial domination, racism, and class oppression. Contributors include: Syed Farid Alatas, Rose Brewer, Dustin J. Byrd, Sean Chabot, Richard Curtis, Nigel C. Gibson, Ali Harfouch, Timothy Kerswell, Seyed Javad Miri, Mumia Abu-Jamal, Pramod K. Nayar, Elena Flores Ruíz, Majid Sharifi, Mohamed Imran Mohamed Taib and Esmaeil Zeiny."
Escritos Políticos e Psiquiátricos,Frantz Fanon,,,1,/book/show/60213219-escritos-pol-ticos-e-psiqui-tricos,Frantz Fanon,"Frantz Fanon influenciou gerações de anticolonialistas, activistas dos direitos civis e académicos dos estudos coloniais. As suas obras, que deram origem aos chamados estudos fanonianos, foram inspiradas em décadas de movimentos de libertação anticoloniais e analisam as consequências psicológicas da colonização - tanto do ponto de vista do colonizador como do colonizado -, bem como os processos de descolonização, considerando os seus aspectos sociológicos, filosóficos e psiquiátricos. Muitos dos textos de Fanon permaneceram até há pouco tempo inéditos e inacessíveis. Este livro reúne agora os escritos políticos e os escritos psiquiátricos, ambos absolutamente interligados, dando a conhecer artigos científicos, textos originais e escritos dispersos que versam sobretudo, nas palavras do seu editor francês, François Maspero, sobre a «alienação colonialista vista através da doença mental». Esta obra é uma tradução parcial de Écrits sur l'aliénation et la liberté - textes réunis, introduits et présentés par Jean Khalfa et Robert Young."
The Plays from Alienation and Freedom,Frantz Fanon,,,2,/book/show/46039529-the-plays-from-alienation-and-freedom,Frantz Fanon,"Prior to becoming a psychiatrist, Frantz Fanon wanted to be a playwright and his interest in dialogue, narrative and metaphor continued throughout his writing and career. His interest in theatre developed during the years that he was studying medicine, and in 1949 he wrote the plays The Drowning Eye (L'Oeil se noie), and Parallel Hands (Les Mains parallèles). These texts were rumoured to exist, but were thought to have been lost forever until their discovery and release in French in 2016. This first English translation of the texts offers an extraordinary insight into Fanon's thinking and preoccupations as a young man. Inspired by nineteenth and twentieth- century existentialist philosophers such as Friedrich Nietzsche, Søren Kierkegaard, Jean-Paul Sartre and Albert Camus, Fanon's plays explore experiential preoccupations with consciousness and identity. The Drowning Eye is one of Fanon's earliest explorations of race and is seen to offer a forceful rejection of the contemporary négritude movement of intellectuals such as Aimé Césaire and Léon Damas. In it, Fanon posits that those of a different ethnicity should not be objectified and matters of difference should be matters of indifference. Parallel Heads represents some of Fanon's most experimental writing. It is a four-act tragedy written in the style of Ancient Greek drama and includes the killing of a king and strong and determined female characters, who frequently criticise their male counterparts. The inclusion of such tropes has been interpreted by critics as the killing of the white, male Father and Fanon's own indictment of masculine patriarchy, thus supporting the theory that despite his engagement with different genres, a rich revolutionary seam runs throughout his work. The imaginative and violent vocabulary used throughout the plays gives us a totally different kind of Fanon to the writer we encounter later in The Wretched of the Earth . In this unique view of one of the most important political voices of the twentieth century, Alienation and Freedom: The Plays shows us Fanon at his most lyrical, experimental and yet, provocative."
"Reflections on Fanon: The Violences of Colonialism and Racism, Inner and Global--Conversations with Frantz Fanon on the Meaning of Human Emancipation ... Forum, March 27-28, 2007, UMass Boston)",Mohammad H. Tamdgidi,,,3,/book/show/27912493-reflections-on-fanon,Frantz Fanon,"This Special Summer 2007 (vol. V) Issue of Human Journal of the Sociology of Self-Knowledge includes the proceedings of the fourth annual Social Theory Forum (STF), held on March 27-28, 2007, at UMass Boston. The theme of the conference was ""The Violences of Colonialism and Racism, Inner and Conversations with Frantz Fanon on the Meaning of Human Emancipation."" The Social Theory Forum sought to revisit Fanon's insightful joining of the micro and the macro-the everyday life and the increasingly global and world-historical-insights into critical social psychological and imaginative social analysis and theorizing in favor of innovative discourses on the meaning of human emancipation and toward disalienated and reimagined inner and global landscapes. Keynote contributions Winston Langley, Lewis R. Gordon, Marnia Lazreg, Irene L. Gendzier, Nigel C. Gibson. Contributors José da Mota-Lopes, Luis Galanes Valldejuli, Philip Chassler, Mazi Allen, Andreas Krebs, George Ciccariello-Maher, Kavazeua Festus Ngaruka, Phillip Honenberger, Judith Rollins, H. Alexander Welcome, Dilan Mahendran, Festus Ikeotuonye, Greg Thomas, David Gonzalez Nieto, A. C. Warner, Karen M. Gagne, Rajini Srikanth, Jarrod Shanahan, Adam Spanos, Eric Mielants, Paola Zaccaria, Tryon Woods, Patrick Sylvain, Hira Singh, Nazneen Kane, Lynnell Thomas, Steve Martinot, Jemadari Kamara, Tony Menelik Van Der Meer, Marc Black, Gary Hicks, Sean Conroy, and Mohammad H. Tamdgidi (also as journal editor-in-chief). Human Journal of the Sociology of Self-Knowledge is a publication of The Omar Khayyam Center for Integrative Research in Utopia, Mysticism, and Science (Utopystics). For more information about OKCIR and other issues in its journal's Edited Collection as well as Monograph and Translation series visit OKCIR's homepage."
"Frantz Fanon for the 21st Century Volume 1 Frantz Fanon’s Discourse of Racism and Culture, the Negro and the Arab Deconstructed",Daurius Figueira,,,2,/book/show/42996751-frantz-fanon-for-the-21st-century-volume-1-frantz-fanon-s-discourse-of-r,Frantz Fanon,"Frantz Fanon (1925-1961) in the 1950s unleashed his discourse of the black/white complex and the Negro thereby commencing his contribution to the international movement for liberation from colonial oppression and racism through a specific process of decolonisation. In the 21st century the intensifying wave of racist assaults on non-white peoples in the North Atlantic has once again raised the issue of racism, white people and the North Atlantic State. This book focuses on WE the non-whites in our complicity with North Atlantic white supremacy through a deconstruction of Fanon's discourse which presents a 21st century analysis of the 21st century non-white reality of our self-hate, self-immolation and racism against non-whites as ourselves and the beneficiary of this white North Atlantic hegemony."
Frantz Fanon. Um Retrato,Alice Cherki,,,1,/book/show/121935691-frantz-fanon-um-retrato,Frantz Fanon,"Ele não era argelino. Também não era filósofo ou sociólogo – apesar de ter pensado a situação do negro em um mundo branco como poucos – ou líder revolucionário – embora tenha participado ativamente de uma das mais importantes e violentas guerras de libertação, a da Argélia. Os equívocos sobre a vida se estendem à sua obra, muito influente nos campos dos estudos pós-coloniais, mas nem sempre devidamente compreendida ou mesmo aceita. A obra desse psiquiatra revolucionário, como a de bem poucos, transcende sua época, com um pensamento marcado pela ação e que ainda hoje alimenta o debate sobre o futuro. Alice Cherki nos apresenta o homem e sua vida com a autoridade de quem trabalhou junto, compartilhou o mesmo sentimento de exclusão, a mesma formação, os mesmos sonhos e as mesmas decepções. Uma narrativa de cunho biográfico, um comentário sobre as origens de suas ideias e sua atuação e um testemunho de sua luta. QUARTA-CAPA Frantz Fanon era um médico psiquiatra, um intelectual e um revolucionário, atuando na linha de frente pela libertação da Argélia. Antes, foi um soldado da França Livre combatendo o nazifascismo. E, antes ainda, foi um jovem negro na sua Martinica natal que percebeu o quanto a cor, e mesmo o tom, da pele e o patrimônio pessoal marcavam socialmente o indivíduo e selavam seu futuro. Alice Cherki, aluna, amiga e colega de Fanon, como ele uma ativista pela saúde mental e pela mudança social, nos apresenta neste Retrato uma visão do homem e de sua complexa personalidade, contextualiza seu trabalho e a lucidez crescente de seu pensamento, tanto psiquiátrico como político, expondo cada um dos elos de seu engajamento precoce na luta por um mundo que transcendesse a relação de dominação."
Frantz Fanon: Toward a Revolutionary Humanism (Ohio Short Histories of Africa) by Christopher J. Lee (2015-11-13),Christopher J. Lee,,,3,/book/show/147325570-frantz-fanon,Frantz Fanon,
